214.44,177.92,215.49,137.93,297.46,140.08,296.41,180.07
210.07,174.48,216.5,138.04,298.24,152.46,291.81,188.9
216.53,145.99,291.5,144.03,292.55,184.01,217.58,185.97
212.94,175.37,215.46,146.48,297.15,153.63,294.62,182.52
208.58,176.54,211.65,132.65,279.49,137.39,276.42,181.28
194.04,176.59,195.82,142.64,287.69,147.45,285.92,181.41
185.6,175.12,188.39,135.22,269.19,140.87,266.4,180.77
187.26,172.15,193.25,129.56,274.45,140.97,268.46,183.56
187.58,138.26,278.36,131.91,281.5,176.81,190.72,183.15
197.67,139.67,273.66,138.34,274.38,179.33,198.39,180.66
207.7,145.84,288.5,140.19,291.16,178.1,210.35,183.75
226.0,147.0,298.0,147.0,298.0,186.0,226.0,186.0
242.14,151.7,310.62,129.45,323.9,170.34,255.43,192.59
